city,timestamp,temperature,cloud_cover,cloud_cover_description,pressure,windspeed,precipitation,felt_temperature
Burbank,2018-12-19 23:53:00,23.0,34.0,Fair,991.09,6.0,0.0,23.0
Burbank,2018-12-20 00:53:00,21.0,29.0,Partly Cloudy,991.09,0.0,0.0,21.0
Burbank,2018-12-20 01:53:00,18.0,33.0,Fair,991.42,0.0,0.0,18.0
Burbank,2018-12-20 02:53:00,17.0,33.0,Fair,992.08,0.0,0.0,17.0
Burbank,2018-12-20 03:53:00,15.0,33.0,Fair,992.08,0.0,0.0,15.0
Burbank,2018-12-20 04:53:00,13.0,33.0,Fair,992.41,7.0,0.0,13.0
Burbank,2018-12-20 05:53:00,13.0,33.0,Fair,992.41,0.0,0.0,13.0
Burbank,2018-12-20 06:53:00,13.0,33.0,Fair,992.73,0.0,0.0,13.0
Burbank,2018-12-20 07:53:00,11.0,33.0,Fair,992.08,6.0,0.0,11.0
Burbank,2018-12-20 08:53:00,11.0,33.0,Fair,992.08,6.0,0.0,11.0
Burbank,2018-12-20 09:53:00,10.0,33.0,Fair,992.08,0.0,0.0,10.0
Burbank,2018-12-20 10:53:00,9.0,33.0,Fair,991.75,6.0,0.0,9.0
Burbank,2018-12-20 11:53:00,9.0,33.0,Fair,991.09,0.0,0.0,9.0
Burbank,2018-12-20 12:53:00,8.0,33.0,Fair,991.09,0.0,0.0,8.0
Burbank,2018-12-20 13:53:00,9.0,29.0,Partly Cloudy,991.09,6.0,0.0,9.0
Burbank,2018-12-20 14:53:00,8.0,34.0,Fair,991.42,0.0,0.0,8.0
Burbank,2018-12-20 15:53:00,11.0,34.0,Fair,991.75,6.0,0.0,11.0
Burbank,2018-12-20 16:53:00,13.0,30.0,Partly Cloudy,992.41,0.0,0.0,13.0
Burbank,2018-12-20 17:53:00,16.0,30.0,Partly Cloudy,992.73,0.0,0.0,16.0
Burbank,2018-12-20 18:53:00,20.0,34.0,Fair,992.08,0.0,0.0,20.0
Burbank,2018-12-20 19:53:00,22.0,30.0,Partly Cloudy,991.09,0.0,0.0,22.0
Burbank,2018-12-20 20:53:00,24.0,34.0,Fair,989.77,0.0,0.0,24.0
Burbank,2018-12-20 21:53:00,26.0,34.0,Fair,988.78,7.0,0.0,25.0
Burbank,2018-12-20 22:53:00,26.0,34.0,Fair,988.78,9.0,0.0,26.0
Burbank,2018-12-20 23:53:00,24.0,34.0,Fair,989.11,9.0,0.0,24.0
Burbank,2018-12-21 00:53:00,21.0,29.0,Partly Cloudy,988.78,9.0,0.0,21.0
Burbank,2018-12-21 01:53:00,18.0,33.0,Fair,989.44,0.0,0.0,18.0
Burbank,2018-12-21 02:53:00,18.0,29.0,Partly Cloudy,989.11,7.0,0.0,18.0
Burbank,2018-12-21 03:53:00,17.0,33.0,Fair,989.11,0.0,0.0,17.0
Burbank,2018-12-21 04:53:00,14.0,29.0,Partly Cloudy,989.11,0.0,0.0,14.0
Burbank,2018-12-21 05:53:00,14.0,27.0,Mostly Cloudy,989.11,0.0,0.0,14.0
Burbank,2018-12-21 06:53:00,13.0,26.0,Cloudy,989.11,0.0,0.0,13.0
Burbank,2018-12-21 07:53:00,13.0,26.0,Cloudy,988.45,0.0,0.0,13.0
Burbank,2018-12-21 08:53:00,13.0,33.0,Fair,988.13,0.0,0.0,13.0
Burbank,2018-12-21 09:53:00,12.0,33.0,Fair,987.8,0.0,0.0,12.0
Burbank,2018-12-21 10:53:00,12.0,33.0,Fair,987.8,0.0,0.0,12.0
Burbank,2018-12-21 11:53:00,12.0,33.0,Fair,987.8,6.0,0.0,12.0
Burbank,2018-12-21 12:53:00,13.0,33.0,Fair,987.8,6.0,0.0,13.0
Burbank,2018-12-21 13:53:00,12.0,26.0,Cloudy,987.47,6.0,0.0,12.0
Burbank,2018-12-21 14:53:00,12.0,26.0,Cloudy,985.49,6.0,0.0,12.0
Burbank,2018-12-21 15:53:00,13.0,26.0,Cloudy,988.45,13.0,0.0,13.0
Burbank,2018-12-21 16:53:00,15.0,26.0,Cloudy,989.44,7.0,0.0,15.0
Burbank,2018-12-21 17:53:00,16.0,26.0,Cloudy,988.45,6.0,0.0,16.0
Burbank,2018-12-21 18:53:00,17.0,26.0,Cloudy,988.45,6.0,0.0,17.0
Burbank,2018-12-21 19:53:00,19.0,28.0,Mostly Cloudy,987.14,0.0,0.0,19.0
Burbank,2018-12-21 20:53:00,21.0,34.0,Fair,986.81,9.0,0.0,21.0
Burbank,2018-12-21 21:53:00,22.0,34.0,Fair,986.15,13.0,0.0,22.0
Burbank,2018-12-21 22:53:00,21.0,34.0,Fair,986.15,13.0,0.0,21.0
Burbank,2018-12-21 23:53:00,19.0,34.0,Fair,986.15,13.0,0.0,19.0
Burbank,2018-12-22 00:53:00,18.0,29.0,Partly Cloudy,986.15,7.0,0.0,18.0
Burbank,2018-12-22 01:53:00,17.0,33.0,Fair,986.48,6.0,0.0,17.0
Burbank,2018-12-22 02:53:00,16.0,33.0,Fair,986.81,0.0,0.0,16.0
Burbank,2018-12-22 03:53:00,14.0,33.0,Fair,986.81,0.0,0.0,14.0
Burbank,2018-12-22 04:53:00,13.0,33.0,Fair,987.14,0.0,0.0,13.0
Burbank,2018-12-22 05:53:00,13.0,33.0,Fair,987.47,6.0,0.0,13.0
Burbank,2018-12-22 06:53:00,11.0,33.0,Fair,987.14,0.0,0.0,11.0
Burbank,2018-12-22 07:53:00,11.0,33.0,Fair,986.81,6.0,0.0,11.0
Burbank,2018-12-22 08:53:00,11.0,29.0,Partly Cloudy,987.14,0.0,0.0,11.0
Burbank,2018-12-22 09:53:00,10.0,33.0,Fair,987.14,0.0,0.0,10.0
Burbank,2018-12-22 10:53:00,9.0,33.0,Fair,987.8,6.0,0.0,9.0
Burbank,2018-12-22 11:53:00,8.0,33.0,Fair,988.13,6.0,0.0,8.0
Burbank,2018-12-22 12:53:00,8.0,33.0,Fair,987.8,0.0,0.0,8.0
Burbank,2018-12-22 13:53:00,8.0,29.0,Partly Cloudy,988.45,6.0,0.0,8.0
Burbank,2018-12-22 14:53:00,8.0,30.0,Partly Cloudy,988.78,0.0,0.0,8.0
Burbank,2018-12-22 15:53:00,9.0,30.0,Partly Cloudy,989.77,0.0,0.0,9.0
Burbank,2018-12-22 16:53:00,12.0,30.0,Partly Cloudy,990.43,0.0,0.0,12.0
Burbank,2018-12-22 17:53:00,14.0,30.0,Partly Cloudy,990.76,0.0,0.0,14.0
Burbank,2018-12-22 18:53:00,17.0,30.0,Partly Cloudy,990.43,6.0,0.0,17.0
Burbank,2018-12-22 19:53:00,19.0,34.0,Fair,989.44,0.0,0.0,19.0
Burbank,2018-12-22 20:53:00,20.0,34.0,Fair,988.78,0.0,0.0,20.0
Burbank,2018-12-22 21:53:00,21.0,34.0,Fair,988.45,6.0,0.0,21.0
Burbank,2018-12-22 22:53:00,21.0,30.0,Partly Cloudy,988.45,9.0,0.0,21.0
Burbank,2018-12-22 23:53:00,19.0,30.0,Partly Cloudy,988.78,7.0,0.0,19.0
Burbank,2018-12-23 00:53:00,17.0,29.0,Partly Cloudy,989.11,9.0,0.0,17.0
Burbank,2018-12-23 01:53:00,16.0,33.0,Fair,989.44,11.0,0.0,16.0
Burbank,2018-12-23 02:53:00,14.0,33.0,Fair,989.44,6.0,0.0,14.0
Burbank,2018-12-23 03:53:00,13.0,33.0,Fair,990.43,0.0,0.0,13.0
Burbank,2018-12-23 04:53:00,13.0,33.0,Fair,991.42,9.0,0.0,13.0
Burbank,2018-12-23 05:53:00,12.0,29.0,Partly Cloudy,990.76,0.0,0.0,12.0
Burbank,2018-12-23 06:53:00,12.0,29.0,Partly Cloudy,990.76,6.0,0.0,12.0
Burbank,2018-12-23 07:53:00,11.0,27.0,Mostly Cloudy,990.76,0.0,0.0,11.0
Burbank,2018-12-23 08:53:00,10.0,33.0,Fair,991.09,9.0,0.0,10.0
Burbank,2018-12-23 09:53:00,9.0,33.0,Fair,991.42,0.0,0.0,9.0
Burbank,2018-12-23 10:53:00,9.0,29.0,Partly Cloudy,991.09,0.0,0.0,9.0
Burbank,2018-12-23 11:53:00,8.0,33.0,Fair,990.76,0.0,0.0,8.0
Burbank,2018-12-23 12:53:00,8.0,33.0,Fair,990.43,0.0,0.0,8.0
Burbank,2018-12-23 13:53:00,8.0,33.0,Fair,991.42,0.0,0.0,8.0
Burbank,2018-12-23 14:53:00,7.0,34.0,Fair,991.75,0.0,0.0,7.0
Burbank,2018-12-23 15:53:00,9.0,34.0,Fair,992.08,0.0,0.0,9.0
Burbank,2018-12-23 16:53:00,11.0,30.0,Partly Cloudy,992.73,0.0,0.0,11.0
Burbank,2018-12-23 17:53:00,14.0,30.0,Partly Cloudy,993.39,0.0,0.0,14.0
Burbank,2018-12-23 18:53:00,16.0,28.0,Mostly Cloudy,993.06,6.0,0.0,16.0
Burbank,2018-12-23 19:53:00,18.0,28.0,Mostly Cloudy,991.75,6.0,0.0,18.0
Burbank,2018-12-23 20:53:00,19.0,30.0,Partly Cloudy,990.43,7.0,0.0,19.0
Burbank,2018-12-23 21:53:00,19.0,30.0,Partly Cloudy,990.43,11.0,0.0,19.0
Burbank,2018-12-23 22:53:00,18.0,26.0,Cloudy,990.1,7.0,0.0,18.0
Burbank,2018-12-23 23:53:00,17.0,21.0,Haze,990.43,9.0,0.0,17.0
Burbank,2018-12-24 00:53:00,16.0,21.0,Haze,990.76,9.0,0.0,16.0
Burbank,2018-12-24 01:53:00,14.0,21.0,Haze,991.09,6.0,0.0,14.0
Burbank,2018-12-24 02:53:00,14.0,27.0,Mostly Cloudy,991.09,0.0,0.0,14.0
Burbank,2018-12-24 03:53:00,13.0,33.0,Fair,991.09,0.0,0.0,13.0
Burbank,2018-12-24 04:53:00,12.0,33.0,Fair,991.09,6.0,0.0,12.0
Burbank,2018-12-24 05:53:00,11.0,29.0,Partly Cloudy,991.09,0.0,0.0,11.0
Burbank,2018-12-24 06:53:00,12.0,29.0,Partly Cloudy,990.76,0.0,0.0,12.0
Burbank,2018-12-24 07:53:00,10.0,29.0,Partly Cloudy,991.09,0.0,0.0,10.0
Burbank,2018-12-24 08:53:00,10.0,33.0,Fair,990.76,0.0,0.0,10.0
Burbank,2018-12-24 09:39:00,9.0,20.0,Fog,990.76,0.0,0.0,9.0
Burbank,2018-12-24 09:40:00,9.0,20.0,Fog,990.76,0.0,0.0,9.0
Burbank,2018-12-24 09:53:00,9.0,20.0,Fog,990.76,0.0,0.0,9.0
Burbank,2018-12-24 10:00:00,8.0,20.0,Fog,990.76,6.0,0.0,8.0
Burbank,2018-12-24 10:08:00,8.0,20.0,Fog,990.76,0.0,0.0,8.0
Burbank,2018-12-24 10:29:00,8.0,20.0,Fog,990.76,0.0,0.0,8.0
Burbank,2018-12-24 10:53:00,9.0,20.0,Fog,990.43,0.0,0.0,9.0
Burbank,2018-12-24 11:53:00,8.0,20.0,Fog,990.1,0.0,0.0,8.0
Burbank,2018-12-24 12:53:00,7.0,20.0,Fog,989.77,0.0,0.0,7.0
Burbank,2018-12-24 13:02:00,7.0,20.0,Fog,989.77,0.0,0.0,7.0
Burbank,2018-12-24 13:29:00,7.0,21.0,Haze,989.77,0.0,0.0,7.0
Burbank,2018-12-24 13:34:00,7.0,21.0,Haze,989.77,0.0,0.0,7.0
Burbank,2018-12-24 13:53:00,7.0,21.0,Haze,989.44,0.0,0.0,7.0
Burbank,2018-12-24 14:10:00,7.0,21.0,Haze,989.44,0.0,0.0,7.0
Burbank,2018-12-24 14:53:00,7.0,30.0,Partly Cloudy,989.11,0.0,0.0,7.0
Burbank,2018-12-24 15:53:00,8.0,34.0,Fair,989.77,6.0,0.0,8.0
Burbank,2018-12-24 16:53:00,11.0,30.0,Partly Cloudy,989.44,0.0,0.0,11.0
Burbank,2018-12-24 17:53:00,14.0,30.0,Partly Cloudy,990.1,6.0,0.0,14.0
Burbank,2018-12-24 18:53:00,17.0,21.0,Haze,988.78,7.0,0.0,17.0
Burbank,2018-12-24 19:53:00,18.0,34.0,Fair,987.47,9.0,0.0,18.0
Burbank,2018-12-24 20:53:00,19.0,34.0,Fair,986.15,9.0,0.0,19.0
Burbank,2018-12-24 21:53:00,19.0,21.0,Haze,985.82,15.0,0.0,19.0
Burbank,2018-12-24 22:53:00,18.0,21.0,Haze,985.82,20.0,0.0,18.0
Burbank,2018-12-24 23:53:00,17.0,21.0,Haze,985.82,11.0,0.0,17.0
Burbank,2018-12-25 00:53:00,15.0,21.0,Haze,985.82,11.0,0.0,15.0
Burbank,2018-12-25 01:53:00,13.0,33.0,Fair,985.49,9.0,0.0,13.0
Burbank,2018-12-25 02:53:00,13.0,33.0,Fair,985.49,11.0,0.0,13.0
Burbank,2018-12-25 03:22:00,14.0,27.0,Mostly Cloudy,985.49,15.0,0.0,14.0
Burbank,2018-12-25 03:53:00,14.0,26.0,Cloudy,985.16,15.0,0.0,14.0
Burbank,2018-12-25 04:53:00,14.0,11.0,Light Rain,984.83,13.0,0.0,14.0
Burbank,2018-12-25 05:13:00,14.0,11.0,Light Rain,984.83,13.0,0.0,14.0
Burbank,2018-12-25 05:53:00,14.0,26.0,Cloudy,984.5,11.0,0.25,14.0
Burbank,2018-12-25 06:53:00,14.0,11.0,Light Rain,983.84,17.0,0.0,14.0
Burbank,2018-12-25 07:53:00,13.0,26.0,Cloudy,983.19,11.0,0.0,13.0
Burbank,2018-12-25 08:24:00,13.0,26.0,Cloudy,983.19,0.0,0.0,13.0
Burbank,2018-12-25 08:38:00,13.0,27.0,Mostly Cloudy,982.86,9.0,0.0,13.0
Burbank,2018-12-25 08:53:00,13.0,27.0,Mostly Cloudy,982.86,13.0,0.0,13.0
Burbank,2018-12-25 09:53:00,13.0,27.0,Mostly Cloudy,982.86,0.0,0.0,13.0
Burbank,2018-12-25 10:53:00,13.0,26.0,Cloudy,982.2,9.0,0.0,13.0
Burbank,2018-12-25 11:15:00,13.0,27.0,Mostly Cloudy,981.54,20.0,0.0,13.0
Burbank,2018-12-25 11:53:00,12.0,29.0,Partly Cloudy,981.54,6.0,0.0,12.0
Burbank,2018-12-25 12:53:00,12.0,27.0,Mostly Cloudy,980.88,6.0,0.0,12.0
Burbank,2018-12-25 13:53:00,12.0,27.0,Mostly Cloudy,981.21,0.0,0.0,12.0
Burbank,2018-12-25 14:53:00,11.0,30.0,Partly Cloudy,980.88,0.0,0.0,11.0
Burbank,2018-12-25 15:31:00,11.0,28.0,Mostly Cloudy,981.21,6.0,0.0,11.0
Burbank,2018-12-25 15:53:00,11.0,30.0,Partly Cloudy,981.21,6.0,0.0,11.0
Burbank,2018-12-25 16:53:00,12.0,34.0,Fair,981.54,7.0,0.0,12.0
Burbank,2018-12-25 17:46:00,14.0,34.0,Fair,981.21,17.0,0.0,14.0
Burbank,2018-12-25 17:53:00,14.0,34.0,Fair,981.54,20.0,0.0,14.0
Burbank,2018-12-25 18:53:00,16.0,34.0,Fair,980.22,20.0,0.0,16.0
Burbank,2018-12-25 19:53:00,17.0,34.0,Fair,979.56,30.0,0.0,17.0
Burbank,2018-12-25 20:53:00,17.0,34.0,Fair,979.24,22.0,0.0,17.0
Burbank,2018-12-25 21:53:00,17.0,30.0,Partly Cloudy,979.56,26.0,0.0,17.0
Burbank,2018-12-25 22:15:00,17.0,30.0,Partly Cloudy,980.22,22.0,0.0,17.0
Burbank,2018-12-25 22:53:00,17.0,34.0,Fair,980.22,19.0,0.0,17.0
Burbank,2018-12-25 23:53:00,16.0,34.0,Fair,981.21,22.0,0.0,16.0
Burbank,2018-12-26 00:53:00,14.0,29.0,Partly Cloudy,981.21,28.0,0.0,14.0
Burbank,2018-12-26 01:53:00,14.0,33.0,Fair,981.87,20.0,0.0,14.0
Burbank,2018-12-26 02:53:00,12.0,33.0,Fair,982.2,26.0,0.0,12.0
Burbank,2018-12-26 03:53:00,13.0,33.0,Fair,982.53,28.0,0.0,13.0
Burbank,2018-12-26 04:53:00,12.0,33.0,Fair,983.52,13.0,0.0,12.0
Burbank,2018-12-26 05:53:00,12.0,33.0,Fair,983.84,17.0,0.0,12.0
Burbank,2018-12-26 06:53:00,13.0,33.0,Fair,983.84,22.0,0.0,13.0
Burbank,2018-12-26 07:53:00,12.0,33.0,Fair,984.5,6.0,0.0,12.0
Burbank,2018-12-26 08:53:00,13.0,33.0,Fair,985.16,15.0,0.0,13.0
Burbank,2018-12-26 09:53:00,12.0,33.0,Fair,986.15,13.0,0.0,12.0
Burbank,2018-12-26 10:53:00,11.0,33.0,Fair,986.15,17.0,0.0,11.0
Burbank,2018-12-26 11:53:00,12.0,33.0,Fair,985.82,19.0,0.0,12.0
Burbank,2018-12-26 12:53:00,11.0,33.0,Fair,985.82,22.0,0.0,11.0
Burbank,2018-12-26 13:53:00,12.0,33.0,Fair,986.48,24.0,0.0,12.0
Burbank,2018-12-26 14:53:00,12.0,34.0,Fair,987.47,6.0,0.0,12.0
Burbank,2018-12-26 15:53:00,12.0,34.0,Fair,988.13,0.0,0.0,12.0
Burbank,2018-12-26 16:53:00,14.0,34.0,Fair,988.45,7.0,0.0,14.0
Burbank,2018-12-26 17:53:00,14.0,34.0,Fair,988.78,9.0,0.0,14.0
Burbank,2018-12-26 18:53:00,16.0,34.0,Fair,988.13,11.0,0.0,16.0
Burbank,2018-12-26 19:53:00,16.0,34.0,Fair,987.47,6.0,0.0,16.0
Burbank,2018-12-26 20:53:00,17.0,30.0,Partly Cloudy,987.14,0.0,0.0,17.0
Burbank,2018-12-26 21:53:00,18.0,30.0,Partly Cloudy,986.81,6.0,0.0,18.0
Burbank,2018-12-26 22:53:00,18.0,30.0,Partly Cloudy,987.14,7.0,0.0,18.0
Burbank,2018-12-26 23:53:00,18.0,30.0,Partly Cloudy,987.14,9.0,0.0,18.0
Burbank,2018-12-27 00:53:00,16.0,26.0,Cloudy,987.47,9.0,0.0,16.0
Burbank,2018-12-27 01:53:00,14.0,29.0,Partly Cloudy,987.47,7.0,0.0,14.0
Burbank,2018-12-27 02:53:00,13.0,33.0,Fair,987.47,0.0,0.0,13.0
Burbank,2018-12-27 03:53:00,12.0,33.0,Fair,988.13,0.0,0.0,12.0
Burbank,2018-12-27 04:53:00,11.0,33.0,Fair,988.13,6.0,0.0,11.0
Burbank,2018-12-27 05:53:00,11.0,29.0,Partly Cloudy,988.13,6.0,0.0,11.0
Burbank,2018-12-27 06:53:00,9.0,29.0,Partly Cloudy,987.8,0.0,0.0,9.0
Burbank,2018-12-27 07:53:00,9.0,29.0,Partly Cloudy,987.14,6.0,0.0,9.0
Burbank,2018-12-27 08:53:00,8.0,33.0,Fair,987.14,6.0,0.0,8.0
Burbank,2018-12-27 09:53:00,8.0,33.0,Fair,986.81,0.0,0.0,8.0
Burbank,2018-12-27 10:53:00,7.0,29.0,Partly Cloudy,986.48,11.0,0.0,4.0
Burbank,2018-12-27 11:53:00,7.0,33.0,Fair,986.15,0.0,0.0,7.0
Burbank,2018-12-27 12:53:00,6.0,29.0,Partly Cloudy,985.82,6.0,0.0,6.0
Burbank,2018-12-27 13:53:00,6.0,33.0,Fair,986.15,7.0,0.0,4.0
Burbank,2018-12-27 14:53:00,6.0,34.0,Fair,986.15,0.0,0.0,6.0
Burbank,2018-12-27 15:53:00,7.0,34.0,Fair,985.82,7.0,0.0,5.0
Burbank,2018-12-27 16:53:00,9.0,34.0,Fair,986.15,0.0,0.0,9.0
Burbank,2018-12-27 17:53:00,12.0,34.0,Fair,986.15,0.0,0.0,12.0
Burbank,2018-12-27 18:53:00,14.0,34.0,Fair,985.16,0.0,0.0,14.0
Burbank,2018-12-27 19:53:00,16.0,34.0,Fair,983.52,15.0,0.0,16.0
Burbank,2018-12-27 20:34:00,18.0,34.0,Fair / Windy,982.86,35.0,0.0,18.0
Burbank,2018-12-27 20:53:00,18.0,34.0,Fair / Windy,982.53,43.0,0.0,18.0
Burbank,2018-12-27 21:53:00,17.0,34.0,Fair / Windy,983.19,41.0,0.0,17.0
Burbank,2018-12-27 22:53:00,16.0,34.0,Fair / Windy,983.84,35.0,0.0,16.0
Burbank,2018-12-27 23:53:00,14.0,34.0,Fair / Windy,983.84,35.0,0.0,14.0
Burbank,2018-12-28 00:53:00,12.0,29.0,Partly Cloudy,984.83,30.0,0.0,12.0
Burbank,2018-12-28 01:53:00,12.0,33.0,Fair / Windy,984.83,33.0,0.0,12.0
Burbank,2018-12-28 02:53:00,11.0,33.0,Fair,985.82,24.0,0.0,11.0
Burbank,2018-12-28 03:53:00,10.0,33.0,Fair,986.48,19.0,0.0,10.0
Burbank,2018-12-28 04:53:00,11.0,33.0,Fair,986.48,19.0,0.0,11.0
Burbank,2018-12-28 05:53:00,11.0,33.0,Fair,986.81,20.0,0.0,11.0
Burbank,2018-12-28 06:53:00,11.0,33.0,Fair,986.81,31.0,0.0,11.0
Burbank,2018-12-28 07:53:00,11.0,33.0,Fair,987.14,28.0,0.0,11.0
Burbank,2018-12-28 08:53:00,11.0,33.0,Fair,987.8,19.0,0.0,11.0
Burbank,2018-12-28 09:53:00,11.0,33.0,Fair,987.8,28.0,0.0,11.0
Burbank,2018-12-28 10:53:00,11.0,33.0,Fair,988.13,11.0,0.0,11.0
Burbank,2018-12-28 11:53:00,11.0,33.0,Fair,987.8,6.0,0.0,11.0
Burbank,2018-12-28 12:53:00,11.0,33.0,Fair,988.13,20.0,0.0,11.0
Burbank,2018-12-28 13:53:00,11.0,33.0,Fair,989.11,19.0,0.0,11.0
Burbank,2018-12-28 14:53:00,10.0,34.0,Fair,989.77,31.0,0.0,10.0
Burbank,2018-12-28 15:53:00,11.0,34.0,Fair,990.76,26.0,0.0,11.0
Burbank,2018-12-28 16:53:00,12.0,34.0,Fair,991.42,9.0,0.0,12.0
Burbank,2018-12-28 17:18:00,12.0,34.0,Fair,991.42,6.0,0.0,12.0
Burbank,2018-12-28 17:53:00,12.0,34.0,Fair,991.42,30.0,0.0,12.0
Burbank,2018-12-28 18:53:00,13.0,34.0,Fair,990.76,22.0,0.0,13.0
Burbank,2018-12-28 19:53:00,14.0,34.0,Fair,989.44,,0.0,14.0
Burbank,2018-12-28 20:53:00,14.0,34.0,Fair,989.44,,0.0,14.0
Burbank,2018-12-28 21:15:00,14.0,34.0,Fair,989.44,11.0,0.0,14.0
Burbank,2018-12-28 21:53:00,15.0,34.0,Fair,989.77,13.0,0.0,15.0
Burbank,2018-12-28 22:53:00,14.0,34.0,Fair,990.1,24.0,0.0,14.0
Burbank,2018-12-28 23:53:00,14.0,34.0,Fair,990.76,20.0,0.0,14.0
Burbank,2018-12-29 00:53:00,13.0,29.0,Partly Cloudy,991.42,20.0,0.0,13.0
Burbank,2018-12-29 01:53:00,12.0,33.0,Fair,992.08,11.0,0.0,12.0
Burbank,2018-12-29 02:53:00,11.0,33.0,Fair,992.73,9.0,0.0,11.0
Burbank,2018-12-29 03:53:00,10.0,33.0,Fair,993.39,0.0,0.0,10.0
Burbank,2018-12-29 04:53:00,9.0,33.0,Fair,993.72,0.0,0.0,9.0
Burbank,2018-12-29 05:53:00,8.0,33.0,Fair,994.05,9.0,0.0,6.0
Burbank,2018-12-29 06:53:00,8.0,33.0,Fair,994.38,0.0,0.0,8.0
Burbank,2018-12-29 07:53:00,7.0,33.0,Fair,994.71,13.0,0.0,4.0
Burbank,2018-12-29 08:53:00,6.0,33.0,Fair,995.04,6.0,0.0,6.0
Burbank,2018-12-29 09:53:00,7.0,33.0,Fair,995.37,7.0,0.0,5.0
Burbank,2018-12-29 10:53:00,5.0,33.0,Fair,995.37,7.0,0.0,3.0
Burbank,2018-12-29 11:53:00,3.0,33.0,Fair,995.37,6.0,0.0,3.0
Burbank,2018-12-29 12:53:00,3.0,33.0,Fair,995.7,6.0,0.0,3.0
Burbank,2018-12-29 13:53:00,2.0,33.0,Fair,996.36,6.0,0.0,2.0
Burbank,2018-12-29 14:53:00,2.0,34.0,Fair,997.02,0.0,0.0,2.0
Burbank,2018-12-29 15:53:00,4.0,34.0,Fair,998.0,0.0,0.0,4.0
Burbank,2018-12-29 16:53:00,8.0,34.0,Fair,998.33,0.0,0.0,8.0
Burbank,2018-12-29 17:53:00,11.0,34.0,Fair,998.0,7.0,0.0,11.0
Burbank,2018-12-29 18:53:00,12.0,34.0,Fair,997.02,20.0,0.0,12.0
Burbank,2018-12-29 19:53:00,13.0,34.0,Fair,995.7,11.0,0.0,13.0
Burbank,2018-12-29 20:53:00,14.0,34.0,Fair,995.04,7.0,0.0,14.0
Burbank,2018-12-29 21:53:00,15.0,34.0,Fair,994.71,11.0,0.0,15.0
Burbank,2018-12-29 22:53:00,16.0,34.0,Fair,994.38,0.0,0.0,16.0
Burbank,2018-12-29 23:53:00,15.0,34.0,Fair,994.71,7.0,0.0,15.0
Burbank,2018-12-30 00:53:00,13.0,29.0,Partly Cloudy,994.71,7.0,0.0,13.0
Burbank,2018-12-30 01:53:00,12.0,29.0,Partly Cloudy,994.71,0.0,0.0,12.0
Burbank,2018-12-30 02:53:00,11.0,29.0,Partly Cloudy,994.71,9.0,0.0,11.0
Burbank,2018-12-30 03:53:00,9.0,33.0,Fair,994.71,0.0,0.0,9.0
Burbank,2018-12-30 04:53:00,8.0,33.0,Fair,994.71,9.0,0.0,7.0
Burbank,2018-12-30 05:53:00,8.0,33.0,Fair,994.38,7.0,0.0,7.0
Burbank,2018-12-30 06:53:00,8.0,33.0,Fair,994.05,6.0,0.0,8.0
Burbank,2018-12-30 07:53:00,7.0,33.0,Fair,993.72,7.0,0.0,5.0
Burbank,2018-12-30 08:53:00,7.0,33.0,Fair,993.39,0.0,0.0,7.0
Burbank,2018-12-30 09:53:00,6.0,29.0,Partly Cloudy,993.06,0.0,0.0,6.0
Burbank,2018-12-30 10:53:00,5.0,33.0,Fair,992.08,0.0,0.0,5.0
Burbank,2018-12-30 11:53:00,6.0,33.0,Fair,991.42,6.0,0.0,6.0
Burbank,2018-12-30 12:53:00,4.0,33.0,Fair,991.09,0.0,0.0,4.0
Burbank,2018-12-30 13:53:00,4.0,33.0,Fair,991.09,0.0,0.0,4.0
Burbank,2018-12-30 14:53:00,4.0,34.0,Fair,991.42,0.0,0.0,4.0
Burbank,2018-12-30 15:53:00,7.0,34.0,Fair,991.42,6.0,0.0,7.0
Burbank,2018-12-30 16:53:00,9.0,34.0,Fair,991.09,6.0,0.0,9.0
Burbank,2018-12-30 17:53:00,12.0,34.0,Fair,990.76,0.0,0.0,12.0
Burbank,2018-12-30 18:53:00,14.0,34.0,Fair,989.11,7.0,0.0,14.0
Burbank,2018-12-30 19:53:00,16.0,34.0,Fair,987.8,9.0,0.0,16.0
Burbank,2018-12-30 20:53:00,17.0,34.0,Fair,986.48,6.0,0.0,17.0
Burbank,2018-12-30 21:53:00,17.0,34.0,Fair,986.15,9.0,0.0,17.0
Burbank,2018-12-30 22:53:00,17.0,34.0,Fair,985.82,13.0,0.0,17.0
Burbank,2018-12-30 23:53:00,16.0,34.0,Fair,985.82,11.0,0.0,16.0
Burbank,2018-12-31 00:53:00,14.0,30.0,Partly Cloudy,985.82,9.0,0.0,14.0
Burbank,2018-12-31 01:53:00,13.0,33.0,Fair,986.15,0.0,0.0,13.0
Burbank,2018-12-31 02:53:00,11.0,33.0,Fair,986.48,0.0,0.0,11.0
Burbank,2018-12-31 03:53:00,10.0,33.0,Fair,986.15,9.0,0.0,10.0
Burbank,2018-12-31 04:53:00,10.0,29.0,Partly Cloudy,986.15,0.0,0.0,10.0
Burbank,2018-12-31 05:53:00,9.0,33.0,Fair,986.15,7.0,0.0,8.0
Burbank,2018-12-31 06:53:00,8.0,33.0,Fair,986.48,6.0,0.0,8.0
Burbank,2018-12-31 07:53:00,8.0,33.0,Fair,986.15,7.0,0.0,6.0
Burbank,2018-12-31 08:53:00,7.0,29.0,Partly Cloudy,985.82,6.0,0.0,7.0
